Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
17,3,23-07-2014,5215,753,1,0,0,1
18,3,23-07-2014,5844,674,1,0,0,1
19,3,23-07-2014,4824,519,1,0,0,1
21,3,23-07-2014,4552,417,1,0,0,0
23,3,23-07-2014,4194,406,1,0,0,0
24,3,23-07-2014,6911,655,1,0,0,1
25,3,23-07-2014,7141,1117,1,0,0,1
1,2,22-07-2014,3933,495,1,0,0,0
2,2,22-07-2014,4509,566,1,0,0,1
3,2,22-07-2014,6267,675,1,0,0,1
4,2,22-07-2014,7589,1076,1,0,0,1
5,2,22-07-2014,3537,458,1,0,0,1
6,2,22-07-2014,4238,537,1,0,0,1
7,2,22-07-2014,10015,1177,1,0,0,1
8,2,22-07-2014,3884,578,1,0,0,1
9,2,22-07-2014,5982,534,1,0,0,1
10,2,22-07-2014,4632,533,1,0,0,0
11,2,22-07-2014,6367,1008,1,0,0,1
12,2,22-07-2014,5077,742,1,0,0,1
14,2,22-07-2014,4910,592,1,0,0,1
15,2,22-07-2014,4702,545,1,0,0,1
16,2,22-07-2014,6849,798,1,0,0,0
17,2,22-07-2014,5412,755,1,0,0,1
18,2,22-07-2014,5545,598,1,0,0,1
19,2,22-07-2014,5551,569,1,0,0,1
21,2,22-07-2014,3736,378,1,0,0,0
23,2,22-07-2014,4090,389,1,0,0,0
24,2,22-07-2014,7704,721,1,0,0,1
25,2,22-07-2014,8553,1324,1,0,0,1
1,1,21-07-2014,4507,528,1,0,0,0
2,1,21-07-2014,3802,494,1,0,0,1
3,1,21-07-2014,5884,652,1,0,0,1
4,1,21-07-2014,8649,1242,1,0,0,1
5,1,21-07-2014,3753,486,1,0,0,1
6,1,21-07-2014,4296,578,1,0,0,1
7,1,21-07-2014,10712,1204,1,0,0,1
8,1,21-07-2014,5180,635,1,0,0,1
9,1,21-07-2014,5713,508,1,0,0,1
10,1,21-07-2014,5703,620,1,0,0,0
11,1,21-07-2014,7493,1105,1,0,0,1
12,1,21-07-2014,6561,854,1,0,0,1
14,1,21-07-2014,4305,543,1,0,0,1
15,1,21-07-2014,5240,646,1,0,0,1
16,1,21-07-2014,7670,887,1,0,0,0
17,1,21-07-2014,5841,756,1,0,0,1
18,1,21-07-2014,5864,663,1,0,0,1
19,1,21-07-2014,4899,504,1,0,0,1
21,1,21-07-2014,4481,485,1,0,0,0
23,1,21-07-2014,5164,481,1,0,0,0
24,1,21-07-2014,7174,667,1,0,0,1
25,1,21-07-2014,9646,1376,1,0,0,1
1,7,20-07-2014,0,0,0,0,0,0
2,7,20-07-2014,0,0,0,0,0,0
3,7,20-07-2014,0,0,0,0,0,0
4,7,20-07-2014,0,0,0,0,0,0
5,7,20-07-2014,0,0,0,0,0,0
6,7,20-07-2014,0,0,0,0,0,0
7,7,20-07-2014,0,0,0,0,0,0
8,7,20-07-2014,0,0,0,0,0,0
9,7,20-07-2014,0,0,0,0,0,0
10,7,20-07-2014,0,0,0,0,0,0
11,7,20-07-2014,0,0,0,0,0,0
12,7,20-07-2014,0,0,0,0,0,0
14,7,20-07-2014,0,0,0,0,0,0
15,7,20-07-2014,0,0,0,0,0,0
16,7,20-07-2014,0,0,0,0,0,0
17,7,20-07-2014,0,0,0,0,0,0
18,7,20-07-2014,0,0,0,0,0,0
19,7,20-07-2014,0,0,0,0,0,0
21,7,20-07-2014,0,0,0,0,0,0
23,7,20-07-2014,0,0,0,0,0,0
24,7,20-07-2014,0,0,0,0,0,0
25,7,20-07-2014,0,0,0,0,0,0
1,6,19-07-2014,4084,477,1,0,0,0
2,6,19-07-2014,3009,339,1,0,0,0
3,6,19-07-2014,3251,394,1,0,0,0
4,6,19-07-2014,8840,1171,1,0,0,0
5,6,19-07-2014,1897,237,1,0,0,0
6,6,19-07-2014,3327,356,1,0,0,0
7,6,19-07-2014,5975,681,1,0,0,0
8,6,19-07-2014,2445,330,1,0,0,0
9,6,19-07-2014,5494,520,1,0,0,0
10,6,19-07-2014,4682,496,1,0,0,0
11,6,19-07-2014,4712,789,1,0,0,0
12,6,19-07-2014,4888,664,1,0,0,0
14,6,19-07-2014,3565,421,1,0,0,0
15,6,19-07-2014,4833,552,1,0,0,0
16,6,19-07-2014,5271,568,1,0,0,0
17,6,19-07-2014,2624,368,1,0,0,0
18,6,19-07-2014,4175,474,1,0,0,0
19,6,19-07-2014,4039,356,1,0,0,0
21,6,19-07-2014,4328,482,1,0,0,0
23,6,19-07-2014,4305,416,1,0,0,0
24,6,19-07-2014,5534,557,1,0,0,0
25,6,19-07-2014,7427,1127,1,0,0,0
1,5,18-07-2014,4609,506,1,1,0,0
2,5,18-07-2014,4971,550,1,1,0,0
3,5,18-07-2014,6751,704,1,1,0,1
4,5,18-07-2014,9353,1268,1,1,0,1
5,5,18-07-2014,5480,603,1,1,0,0
6,5,18-07-2014,5582,630,1,1,0,0
7,5,18-07-2014,10461,1178,1,1,0,1
8,5,18-07-2014,5007,604,1,1,0,1
9,5,18-07-2014,6513,618,1,1,0,1
10,5,18-07-2014,6424,681,1,1,0,0
11,5,18-07-2014,7083,1019,1,1,0,1
12,5,18-07-2014,7450,852,1,1,0,1
14,5,18-07-2014,5581,621,1,1,0,1
15,5,18-07-2014,7483,704,1,1,0,1
16,5,18-07-2014,7770,952,1,1,0,0
17,5,18-07-2014,6303,819,1,1,0,0
18,5,18-07-2014,7482,835,1,1,0,0
19,5,18-07-2014,6332,589,1,1,0,1
21,5,18-07-2014,6357,574,1,1,0,0
23,5,18-07-2014,6328,527,1,1,0,0
24,5,18-07-2014,9621,805,1,1,0,1
25,5,18-07-2014,10165,1445,1,1,0,1
1,4,17-07-2014,4685,525,1,1,0,0
2,4,17-07-2014,5315,600,1,1,0,0
3,4,17-07-2014,7874,808,1,1,0,1
4,4,17-07-2014,10045,1295,1,1,0,1
5,4,17-07-2014,5421,598,1,1,0,0
6,4,17-07-2014,5440,620,1,1,0,0
7,4,17-07-2014,8914,1010,1,1,0,1
8,4,17-07-2014,7147,837,1,1,0,1
9,4,17-07-2014,7173,619,1,1,0,1
10,4,17-07-2014,6070,653,1,1,0,0
11,4,17-07-2014,7915,1119,1,1,0,1
12,4,17-07-2014,8322,960,1,1,0,1
14,4,17-07-2014,5621,642,1,1,0,1
15,4,17-07-2014,6535,657,1,1,0,1
16,4,17-07-2014,8096,930,1,1,0,0
17,4,17-07-2014,7451,899,1,1,0,0
18,4,17-07-2014,7034,714,1,1,0,0
19,4,17-07-2014,7419,639,1,1,0,1
21,4,17-07-2014,6157,567,1,1,0,0
23,4,17-07-2014,6271,533,1,1,0,0
24,4,17-07-2014,8971,788,1,1,0,1
25,4,17-07-2014,11722,1527,1,1,0,1
1,3,16-07-2014,5424,566,1,1,0,0
2,3,16-07-2014,7113,869,1,1,0,0
3,3,16-07-2014,8036,833,1,1,0,1
4,3,16-07-2014,10720,1322,1,1,0,1
5,3,16-07-2014,6106,743,1,1,0,0
6,3,16-07-2014,5827,683,1,1,0,0
7,3,16-07-2014,10249,1107,1,1,0,1
8,3,16-07-2014,6317,679,1,1,0,1
9,3,16-07-2014,6812,623,1,1,0,1
10,3,16-07-2014,6726,635,1,1,0,0
11,3,16-07-2014,9157,1207,1,1,0,1
12,3,16-07-2014,8984,1012,1,1,0,1
14,3,16-07-2014,5301,617,1,1,0,1
15,3,16-07-2014,6998,652,1,1,0,1
16,3,16-07-2014,9037,994,1,1,0,0
17,3,16-07-2014,8001,964,1,1,0,0
18,3,16-07-2014,7660,798,1,1,0,0
19,3,16-07-2014,7427,658,1,1,0,1
21,3,16-07-2014,6204,547,1,1,0,0
23,3,16-07-2014,5749,485,1,1,0,0
24,3,16-07-2014,9861,867,1,1,0,1
25,3,16-07-2014,11401,1476,1,1,0,1
1,2,15-07-2014,5298,538,1,1,0,0
2,2,15-07-2014,6361,692,1,1,0,0
3,2,15-07-2014,9153,864,1,1,0,1
4,2,15-07-2014,10719,1333,1,1,0,1
5,2,15-07-2014,6197,668,1,1,0,0
6,2,15-07-2014,6831,720,1,1,0,0
7,2,15-07-2014,11693,1280,1,1,0,1
8,2,15-07-2014,7085,731,1,1,0,1
9,2,15-07-2014,8652,697,1,1,0,1
10,2,15-07-2014,6704,670,1,1,0,0
11,2,15-07-2014,9379,1201,1,1,0,1
12,2,15-07-2014,8940,975,1,1,0,1
14,2,15-07-2014,6465,641,1,1,0,1
15,2,15-07-2014,7766,682,1,1,0,1
16,2,15-07-2014,10124,1057,1,1,0,0
17,2,15-07-2014,8993,1068,1,1,0,0
18,2,15-07-2014,7430,767,1,1,0,0
19,2,15-07-2014,8485,673,1,1,0,1
21,2,15-07-2014,6587,558,1,1,0,0
23,2,15-07-2014,6458,528,1,1,0,0
24,2,15-07-2014,10634,819,1,1,0,1
25,2,15-07-2014,9814,1325,1,1,0,1
1,1,14-07-2014,5083,532,1,1,0,0
2,1,14-07-2014,7014,714,1,1,0,0
3,1,14-07-2014,8761,831,1,1,0,1
4,1,14-07-2014,12949,1562,1,1,0,1
5,1,14-07-2014,7096,703,1,1,0,0
6,1,14-07-2014,6693,703,1,1,0,0
7,1,14-07-2014,13336,1286,1,1,0,1
8,1,14-07-2014,7606,764,1,1,0,1
9,1,14-07-2014,8532,641,1,1,0,1
10,1,14-07-2014,7386,718,1,1,0,0
11,1,14-07-2014,9391,1176,1,1,0,1
12,1,14-07-2014,9503,1031,1,1,0,1
14,1,14-07-2014,6832,718,1,1,0,1
15,1,14-07-2014,8640,762,1,1,0,1
16,1,14-07-2014,10485,1054,1,1,0,0
17,1,14-07-2014,9236,1052,1,1,0,0
18,1,14-07-2014,8840,872,1,1,0,0
19,1,14-07-2014,8307,689,1,1,0,1
21,1,14-07-2014,8072,640,1,1,0,0
23,1,14-07-2014,8005,629,1,1,0,0
24,1,14-07-2014,11610,865,1,1,0,1
25,1,14-07-2014,13390,1679,1,1,0,1
1,7,13-07-2014,0,0,0,0,0,0
2,7,13-07-2014,0,0,0,0,0,0
3,7,13-07-2014,0,0,0,0,0,0
4,7,13-07-2014,0,0,0,0,0,0
5,7,13-07-2014,0,0,0,0,0,0
6,7,13-07-2014,0,0,0,0,0,0
7,7,13-07-2014,0,0,0,0,0,0
8,7,13-07-2014,0,0,0,0,0,0
9,7,13-07-2014,0,0,0,0,0,0
10,7,13-07-2014,0,0,0,0,0,0
11,7,13-07-2014,0,0,0,0,0,0
12,7,13-07-2014,0,0,0,0,0,0
14,7,13-07-2014,0,0,0,0,0,0
15,7,13-07-2014,0,0,0,0,0,0
16,7,13-07-2014,0,0,0,0,0,0
17,7,13-07-2014,0,0,0,0,0,0
18,7,13-07-2014,0,0,0,0,0,0
19,7,13-07-2014,0,0,0,0,0,0
21,7,13-07-2014,0,0,0,0,0,0
23,7,13-07-2014,0,0,0,0,0,0
24,7,13-07-2014,0,0,0,0,0,0
25,7,13-07-2014,0,0,0,0,0,0
1,6,12-07-2014,4409,531,1,0,0,0
2,6,12-07-2014,2806,340,1,0,0,0
3,6,12-07-2014,4098,435,1,0,0,0
4,6,12-07-2014,10335,1370,1,0,0,0
5,6,12-07-2014,2340,264,1,0,0,0
6,6,12-07-2014,3054,357,1,0,0,0
7,6,12-07-2014,6767,751,1,0,0,0
8,6,12-07-2014,2969,392,1,0,0,0
9,6,12-07-2014,6388,582,1,0,0,0
10,6,12-07-2014,4682,488,1,0,0,0
11,6,12-07-2014,5998,877,1,0,0,0
12,6,12-07-2014,6428,857,1,0,0,0
14,6,12-07-2014,3663,420,1,0,0,0
15,6,12-07-2014,5864,636,1,0,0,0
16,6,12-07-2014,5331,582,1,0,0,0
17,6,12-07-2014,2822,390,1,0,0,0
18,6,12-07-2014,4864,550,1,0,0,0
19,6,12-07-2014,3638,350,1,0,0,0
21,6,12-07-2014,5026,507,1,0,0,0
23,6,12-07-2014,4241,395,1,0,0,0
24,6,12-07-2014,7328,686,1,0,0,0
25,6,12-07-2014,8606,1152,1,0,0,0
1,5,11-07-2014,4020,463,1,0,0,0
2,5,11-07-2014,3402,494,1,0,0,0
3,5,11-07-2014,6441,715,1,0,0,1
4,5,11-07-2014,9195,1224,1,0,0,1
5,5,11-07-2014,3991,533,1,0,0,0
6,5,11-07-2014,4599,552,1,0,0,0
7,5,11-07-2014,9687,1161,1,0,0,0
8,5,11-07-2014,4483,583,1,0,0,0
9,5,11-07-2014,5765,539,1,0,0,1
10,5,11-07-2014,5331,623,1,0,0,0
11,5,11-07-2014,6971,1068,1,0,0,0
12,5,11-07-2014,7150,927,1,0,0,0
14,5,11-07-2014,4670,621,1,0,0,1
15,5,11-07-2014,6783,716,1,0,0,0
16,5,11-07-2014,7012,814,1,0,0,0
17,5,11-07-2014,5434,785,1,0,0,0
18,5,11-07-2014,6439,766,1,0,0,0
19,5,11-07-2014,5573,603,1,0,0,1
21,5,11-07-2014,4351,483,1,0,0,0
23,5,11-07-2014,4893,464,1,0,0,0
24,5,11-07-2014,7930,744,1,0,0,1
25,5,11-07-2014,9493,1314,1,0,0,1
1,4,10-07-2014,3741,472,1,0,0,0
2,4,10-07-2014,4557,507,1,0,0,0
3,4,10-07-2014,6701,704,1,0,0,1
4,4,10-07-2014,10000,1293,1,0,0,1
5,4,10-07-2014,3465,502,1,0,0,0
6,4,10-07-2014,3883,534,1,0,0,0
7,4,10-07-2014,7713,932,1,0,0,0
8,4,10-07-2014,5518,753,1,0,0,0
9,4,10-07-2014,5924,539,1,0,0,1
10,4,10-07-2014,4693,550,1,0,0,0
11,4,10-07-2014,7342,1193,1,0,0,0
12,4,10-07-2014,6384,874,1,0,0,0
14,4,10-07-2014,5215,627,1,0,0,1
15,4,10-07-2014,5868,618,1,0,0,0
16,4,10-07-2014,7174,886,1,0,0,0
17,4,10-07-2014,5834,838,1,0,0,0
18,4,10-07-2014,5200,592,1,0,0,0
19,4,10-07-2014,5891,626,1,0,0,1
21,4,10-07-2014,3948,426,1,0,0,0
23,4,10-07-2014,4363,424,1,0,0,0
24,4,10-07-2014,8334,777,1,0,0,1
25,4,10-07-2014,10838,1472,1,0,0,1
1,3,09-07-2014,3547,485,1,0,0,0
2,3,09-07-2014,4602,568,1,0,0,0
3,3,09-07-2014,5006,571,1,0,0,1
4,3,09-07-2014,9042,1183,1,0,0,1
5,3,09-07-2014,4109,587,1,0,0,0
6,3,09-07-2014,4463,580,1,0,0,0
7,3,09-07-2014,8095,907,1,0,0,0
8,3,09-07-2014,4267,604,1,0,0,0
9,3,09-07-2014,5533,475,1,0,0,1
10,3,09-07-2014,3567,440,1,0,0,0
11,3,09-07-2014,7600,1208,1,0,0,0
12,3,09-07-2014,6494,828,1,0,0,0
14,3,09-07-2014,4274,517,1,0,0,1
15,3,09-07-2014,5933,625,1,0,0,0
16,3,09-07-2014,6670,756,1,0,0,0
17,3,09-07-2014,4602,630,1,0,0,0
18,3,09-07-2014,5373,684,1,0,0,0
19,3,09-07-2014,4020,425,1,0,0,1
21,3,09-07-2014,3686,398,1,0,0,0
23,3,09-07-2014,4154,357,1,0,0,0
24,3,09-07-2014,6251,505,1,0,0,1
25,3,09-07-2014,8045,1171,1,0,0,1
1,2,08-07-2014,4081,510,1,0,0,0
2,2,08-07-2014,4009,538,1,0,0,0
3,2,08-07-2014,5039,609,1,0,0,1
4,2,08-07-2014,8844,1180,1,0,0,0
5,2,08-07-2014,3704,496,1,0,0,0
6,2,08-07-2014,4259,536,1,0,0,0
7,2,08-07-2014,8876,1092,1,0,0,0
8,2,08-07-2014,4331,604,1,0,0,0
9,2,08-07-2014,4364,386,1,0,0,1
10,2,08-07-2014,4830,541,1,0,0,0
11,2,08-07-2014,6505,1005,1,0,0,0
12,2,08-07-2014,5930,733,1,0,0,0
14,2,08-07-2014,4474,499,1,0,0,1
15,2,08-07-2014,6064,665,1,0,0,0
16,2,08-07-2014,6032,810,1,0,0,0
17,2,08-07-2014,5104,747,1,0,0,0
18,2,08-07-2014,5406,605,1,0,0,0
19,2,08-07-2014,4792,468,1,0,0,1
21,2,08-07-2014,3653,375,1,0,0,0
23,2,08-07-2014,4077,394,1,0,0,0
24,2,08-07-2014,6513,600,1,0,0,1
25,2,08-07-2014,8526,1252,1,0,0,1
1,1,07-07-2014,4223,505,1,0,0,0
2,1,07-07-2014,3981,522,1,0,0,0
3,1,07-07-2014,6884,784,1,0,0,1
4,1,07-07-2014,9810,1392,1,0,0,0
5,1,07-07-2014,4125,582,1,0,0,0
6,1,07-07-2014,4690,604,1,0,0,0
7,1,07-07-2014,9567,1111,1,0,0,0
8,1,07-07-2014,5486,738,1,0,0,0
9,1,07-07-2014,6920,625,1,0,0,1
10,1,07-07-2014,5614,603,1,0,0,0
11,1,07-07-2014,7902,1225,1,0,0,0
12,1,07-07-2014,6437,900,1,0,0,0
14,1,07-07-2014,5606,680,1,0,0,1
15,1,07-07-2014,5278,611,1,0,0,0
16,1,07-07-2014,7316,910,1,0,0,0
17,1,07-07-2014,5550,792,1,0,0,0
18,1,07-07-2014,5872,726,1,0,0,0
19,1,07-07-2014,6659,671,1,0,0,1
21,1,07-07-2014,4912,511,1,0,0,0
23,1,07-07-2014,4435,429,1,0,0,0
24,1,07-07-2014,8614,780,1,0,0,1
25,1,07-07-2014,11177,1646,1,0,0,1
1,7,06-07-2014,0,0,0,0,0,0
2,7,06-07-2014,0,0,0,0,0,0
3,7,06-07-2014,0,0,0,0,0,0
4,7,06-07-2014,0,0,0,0,0,0
5,7,06-07-2014,0,0,0,0,0,0
6,7,06-07-2014,0,0,0,0,0,0
7,7,06-07-2014,0,0,0,0,0,0
8,7,06-07-2014,0,0,0,0,0,0
9,7,06-07-2014,0,0,0,0,0,0
10,7,06-07-2014,0,0,0,0,0,0
11,7,06-07-2014,0,0,0,0,0,0
12,7,06-07-2014,0,0,0,0,0,0
14,7,06-07-2014,0,0,0,0,0,0
15,7,06-07-2014,0,0,0,0,0,0
16,7,06-07-2014,0,0,0,0,0,0
17,7,06-07-2014,0,0,0,0,0,0
18,7,06-07-2014,0,0,0,0,0,0
19,7,06-07-2014,0,0,0,0,0,0
21,7,06-07-2014,0,0,0,0,0,0
23,7,06-07-2014,0,0,0,0,0,0
24,7,06-07-2014,0,0,0,0,0,0
25,7,06-07-2014,0,0,0,0,0,0
1,6,05-07-2014,5176,589,1,0,0,0
2,6,05-07-2014,4043,1013,1,0,0,0
3,6,05-07-2014,4763,529,1,0,0,0
4,6,05-07-2014,10034,1350,1,0,0,0
5,6,05-07-2014,2207,233,1,0,0,0
6,6,05-07-2014,3407,379,1,0,0,0
7,6,05-07-2014,5909,726,1,0,0,0
8,6,05-07-2014,2565,326,1,0,0,0
9,6,05-07-2014,6366,568,1,0,0,0
10,6,05-07-2014,5038,505,1,0,0,0
11,6,05-07-2014,6123,899,1,0,0,0
12,6,05-07-2014,5983,784,1,0,0,0
14,6,05-07-2014,3822,398,1,0,0,0
15,6,05-07-2014,5637,620,1,0,0,0
16,6,05-07-2014,5635,577,1,0,0,0
17,6,05-07-2014,2761,377,1,0,0,0
18,6,05-07-2014,4517,523,1,0,0,0
19,6,05-07-2014,4473,394,1,0,0,0
21,6,05-07-2014,5944,572,1,0,0,0
23,6,05-07-2014,4848,454,1,0,0,0
24,6,05-07-2014,7346,692,1,0,0,0
25,6,05-07-2014,8383,1190,1,0,0,0
1,5,04-07-2014,4025,450,1,1,0,0
2,5,04-07-2014,5200,1133,1,1,0,0
3,5,04-07-2014,7585,812,1,1,0,0
4,5,04-07-2014,8551,1255,1,1,0,0
5,5,04-07-2014,4886,579,1,1,0,0
6,5,04-07-2014,5783,657,1,1,0,0
7,5,04-07-2014,9588,1072,1,1,0,0
8,5,04-07-2014,5093,615,1,1,0,0
9,5,04-07-2014,6406,534,1,1,0,0
10,5,04-07-2014,5176,577,1,1,0,0
11,5,04-07-2014,7106,1174,1,1,0,0
12,5,04-07-2014,7248,863,1,1,0,0
14,5,04-07-2014,6250,733,1,1,0,0
15,5,04-07-2014,6220,635,1,1,0,0
16,5,04-07-2014,7644,892,1,1,0,0
17,5,04-07-2014,5946,807,1,1,0,0
18,5,04-07-2014,7732,838,1,1,0,0
19,5,04-07-2014,7501,728,1,1,0,0
21,5,04-07-2014,5337,517,1,1,0,0
23,5,04-07-2014,5875,496,1,1,0,0
24,5,04-07-2014,10936,884,1,1,0,0
25,5,04-07-2014,10940,1519,1,1,0,0
1,4,03-07-2014,4756,514,1,1,0,0
2,4,03-07-2014,5824,888,1,1,0,0
3,4,03-07-2014,8883,920,1,1,0,0
4,4,03-07-2014,10659,1430,1,1,0,0
5,4,03-07-2014,4704,560,1,1,0,0
6,4,03-07-2014,6101,705,1,1,0,0
7,4,03-07-2014,9955,1058,1,1,0,0
8,4,03-07-2014,6978,842,1,1,0,0
9,4,03-07-2014,7373,625,1,1,0,0
10,4,03-07-2014,5637,627,1,1,0,0
11,4,03-07-2014,8803,1225,1,1,0,0
12,4,03-07-2014,7817,920,1,1,0,0
14,4,03-07-2014,6249,665,1,1,0,0
15,4,03-07-2014,7317,692,1,1,0,0
16,4,03-07-2014,8886,1021,1,1,0,0
17,4,03-07-2014,7659,957,1,1,0,0
18,4,03-07-2014,6348,684,1,1,0,0
19,4,03-07-2014,7524,716,1,1,0,0
21,4,03-07-2014,5911,537,1,1,0,0
23,4,03-07-2014,5972,523,1,1,0,0
24,4,03-07-2014,10919,910,1,1,0,0
25,4,03-07-2014,12747,1692,1,1,0,0
1,3,02-07-2014,5161,560,1,1,0,0
2,3,02-07-2014,6623,821,1,1,0,0
3,3,02-07-2014,8646,874,1,1,0,0
4,3,02-07-2014,10575,1420,1,1,0,0
5,3,02-07-2014,6153,710,1,1,0,0
6,3,02-07-2014,6288,684,1,1,0,0
7,3,02-07-2014,10483,1091,1,1,0,0
8,3,02-07-2014,6475,756,1,1,0,0
9,3,02-07-2014,7525,631,1,1,0,0
10,3,02-07-2014,5951,614,1,1,0,0
11,3,02-07-2014,10090,1321,1,1,0,0
12,3,02-07-2014,8299,984,1,1,0,0
14,3,02-07-2014,6188,678,1,1,0,0
15,3,02-07-2014,6976,700,1,1,0,0
16,3,02-07-2014,8857,940,1,1,0,0
17,3,02-07-2014,7450,900,1,1,0,0
18,3,02-07-2014,7121,786,1,1,0,0
19,3,02-07-2014,7932,716,1,1,0,0
21,3,02-07-2014,5901,544,1,1,0,0
23,3,02-07-2014,6240,533,1,1,0,0
24,3,02-07-2014,10877,920,1,1,0,0
25,3,02-07-2014,13290,1708,1,1,0,0
1,2,01-07-2014,5138,533,1,1,0,0
2,2,01-07-2014,5454,646,1,1,0,0
3,2,01-07-2014,8373,866,1,1,0,0
4,2,01-07-2014,11584,1435,1,1,0,0
5,2,01-07-2014,6407,689,1,1,0,0
6,2,01-07-2014,7543,805,1,1,0,0
7,2,01-07-2014,13249,1347,1,1,0,0
8,2,01-07-2014,8053,850,1,1,0,0
9,2,01-07-2014,8829,737,1,1,0,0
10,2,01-07-2014,6192,618,1,1,0,0
11,2,01-07-2014,9340,1235,1,1,0,0
12,2,01-07-2014,8227,962,1,1,0,0
14,2,01-07-2014,7293,757,1,1,0,0
15,2,01-07-2014,6884,678,1,1,0,0
16,2,01-07-2014,9869,1014,1,1,0,0
17,2,01-07-2014,7749,960,1,1,0,0
18,2,01-07-2014,6846,746,1,1,0,0
19,2,01-07-2014,9378,772,1,1,0,0
21,2,01-07-2014,5271,517,1,1,0,0
23,2,01-07-2014,6104,499,1,1,0,0
24,2,01-07-2014,9444,801,1,1,0,0
25,2,01-07-2014,16540,1955,1,1,0,0
1,1,30-06-2014,5738,641,1,1,0,0
2,1,30-06-2014,10682,1021,1,1,0,0
3,1,30-06-2014,15689,1193,1,1,0,0
4,1,30-06-2014,15672,1783,1,1,0,0
5,1,30-06-2014,7954,784,1,1,0,0
6,1,30-06-2014,7662,784,1,1,0,0
7,1,30-06-2014,14428,1283,1,1,0,0
8,1,30-06-2014,9775,953,1,1,0,0
9,1,30-06-2014,12046,888,1,1,0,0
10,1,30-06-2014,7707,722,1,1,0,0
11,1,30-06-2014,12710,1547,1,1,0,0
12,1,30-06-2014,14265,1286,1,1,0,0
13,1,30-06-2014,9192,585,1,1,0,0
14,1,30-06-2014,12620,1078,1,1,0,0
15,1,30-06-2014,12830,1058,1,1,0,0
16,1,30-06-2014,11163,1076,1,1,0,0
17,1,30-06-2014,14024,1354,1,1,0,0
18,1,30-06-2014,12802,1145,1,1,0,0
19,1,30-06-2014,11102,912,1,1,0,0
20,1,30-06-2014,9229,954,1,1,0,0
21,1,30-06-2014,12776,897,1,1,0,0
22,1,30-06-2014,6757,614,1,1,0,0
23,1,30-06-2014,10308,700,1,1,0,0
24,1,30-06-2014,22015,1534,1,1,0,0
25,1,30-06-2014,18468,2105,1,1,0,0
1,7,29-06-2014,0,0,0,0,0,0
2,7,29-06-2014,0,0,0,0,0,0
3,7,29-06-2014,0,0,0,0,0,0
4,7,29-06-2014,0,0,0,0,0,0
5,7,29-06-2014,0,0,0,0,0,0
6,7,29-06-2014,0,0,0,0,0,0
7,7,29-06-2014,0,0,0,0,0,0
8,7,29-06-2014,0,0,0,0,0,0
9,7,29-06-2014,0,0,0,0,0,0
10,7,29-06-2014,0,0,0,0,0,0
11,7,29-06-2014,0,0,0,0,0,0
12,7,29-06-2014,0,0,0,0,0,0
13,7,29-06-2014,0,0,0,0,0,0
14,7,29-06-2014,0,0,0,0,0,0
15,7,29-06-2014,0,0,0,0,0,0
16,7,29-06-2014,0,0,0,0,0,0
17,7,29-06-2014,0,0,0,0,0,0
18,7,29-06-2014,0,0,0,0,0,0
19,7,29-06-2014,0,0,0,0,0,0
20,7,29-06-2014,0,0,0,0,0,0
21,7,29-06-2014,0,0,0,0,0,0
22,7,29-06-2014,0,0,0,0,0,0
23,7,29-06-2014,0,0,0,0,0,0
24,7,29-06-2014,0,0,0,0,0,0
25,7,29-06-2014,0,0,0,0,0,0
1,6,28-06-2014,5162,566,1,0,0,0
2,6,28-06-2014,2644,340,1,0,0,0
3,6,28-06-2014,5802,635,1,0,0,0
4,6,28-06-2014,9601,1310,1,0,0,0
5,6,28-06-2014,2206,241,1,0,0,0
6,6,28-06-2014,3343,353,1,0,0,0
7,6,28-06-2014,6696,675,1,0,0,0
8,6,28-06-2014,2810,369,1,0,0,0
9,6,28-06-2014,6162,556,1,0,0,0
10,6,28-06-2014,4606,478,1,0,0,0
11,6,28-06-2014,5729,759,1,0,0,0
12,6,28-06-2014,6416,766,1,0,0,0
13,6,28-06-2014,4455,330,1,0,0,0
14,6,28-06-2014,3691,412,1,0,0,0
15,6,28-06-2014,6092,676,1,0,0,0
16,6,28-06-2014,4983,530,1,0,0,0
17,6,28-06-2014,2606,334,1,0,0,0
18,6,28-06-2014,4621,505,1,0,0,0
19,6,28-06-2014,4180,389,1,0,0,0
20,6,28-06-2014,5572,566,1,0,0,0
21,6,28-06-2014,6443,598,1,0,0,0
22,6,28-06-2014,3142,362,1,0,0,0
23,6,28-06-2014,3994,364,1,0,0,0
24,6,28-06-2014,7699,654,1,0,0,0
25,6,28-06-2014,9050,1236,1,0,0,0
1,5,27-06-2014,4019,501,1,0,0,0
2,5,27-06-2014,4646,552,1,0,0,0
3,5,27-06-2014,5162,623,1,0,0,0
4,5,27-06-2014,7556,1129,1,0,0,0
5,5,27-06-2014,4264,515,1,0,0,0
6,5,27-06-2014,4786,576,1,0,0,0
7,5,27-06-2014,8138,992,1,0,0,0
8,5,27-06-2014,4334,565,1,0,0,0
9,5,27-06-2014,5780,560,1,0,0,0
10,5,27-06-2014,4626,552,1,0,0,0
11,5,27-06-2014,6364,1051,1,0,0,0
12,5,27-06-2014,6691,840,1,0,0,0
13,5,27-06-2014,4376,344,1,0,0,0
14,5,27-06-2014,5393,627,1,0,0,0
15,5,27-06-2014,7378,780,1,0,0,0
